Transactions
baby diaper,biscuit,coke,grape,meat,shampoo,soap
biscuit,broccoli,fish,grape,paprika,salt
bread,coke,fish,grape,milk,paprika,shampoo
baby diaper,broccoli,cake,egg,milk,shampoo
broccoli,chicken,coke,orange juice,salt,shampoo,sugar
biscuit,bread,coke,egg,grape,orange juice,shampoo
apple,baby diaper,cake,coke,milk,shampoo,sugar
baby diaper,biscuit,chicken,coke,paprika,shampoo,soap
apple,biscuit,cake,coke,fish,orange juice,paprika
broccoli,chicken,fish,noodle,paprika,shampoo,sugar
baby diaper,biscuit,meat,noodle,salt,shampoo,sugar
apple,coke,grape,meat,noodle,shampoo,soap
biscuit,broccoli,cake,chicken,grape,meat,paprika
apple,baby diaper,biscuit,bread,cake,orange juice,paprika
apple,egg,fish,grape,orange juice,soap
apple,bread,broccoli,noodle,orange juice,paprika,salt
broccoli,chicken,coke,egg,milk,salt,sugar
apple,baby diaper,bread,cake,egg,soap,sugar
biscuit,milk,orange juice,sugar
biscuit,coke,egg,paprika,salt,soap,sugar
biscuit,milk,orange juice,soap,sugar
biscuit,bread,egg,noodle,salt,shampoo
bread,broccoli,cake,egg,grape,orange juice,salt
broccoli,meat,milk,orange juice,salt,sugar
baby diaper,biscuit,cake,milk
apple,biscuit,egg,grape,meat,milk,salt
baby diaper,biscuit,broccoli,chicken,milk,paprika,soap
apple,cake,coke,grape,milk,noodle,salt
bread,fish,meat,milk,noodle,paprika
biscuit,broccoli,chicken,coke,egg,meat,milk
biscuit,chicken,grape,milk,paprika,salt,sugar
biscuit,broccoli,cake,egg,grape,orange juice,soap
baby diaper,biscuit,broccoli,egg,meat,paprika,soap
baby diaper,chicken,fish,noodle,orange juice,salt,soap
apple,bread,broccoli,cake,meat,orange juice,shampoo
baby diaper,egg,milk,noodle,orange juice,soap
bread,broccoli,egg,fish,noodle,orange juice,salt
bread,broccoli,cake,coke,meat,orange juice,sugar
baby diaper,meat,noodle,shampoo,soap
bread,broccoli,cake,coke,egg,grape,shampoo
baby diaper,bread,egg,meat,paprika,salt,soap
bread,broccoli,meat,noodle,orange juice,shampoo
bread,coke,meat,noodle,orange juice,paprika
biscuit,bread,chicken,egg,meat,milk,salt
apple,broccoli,fish,orange juice,salt,shampoo,sugar
apple,biscuit,broccoli,chicken,fish,paprika
bread,broccoli,cake,chicken,coke,shampoo,soap
apple,baby diaper,bread,chicken,fish,grape,meat
apple,baby diaper,biscuit,fish,grape,orange juice,paprika
baby diaper,biscuit,coke,fish,shampoo,sugar
baby diaper,bread,cake,coke,salt,shampoo,sugar
broccoli,cake,coke,fish,meat,noodle
apple,baby diaper,egg,milk,paprika,shampoo
baby diaper,bread,chicken,coke,salt,shampoo,sugar
broccoli,chicken,grape,salt
apple,fish,shampoo,soap,sugar
apple,chicken,fish,orange juice,paprika,shampoo,sugar
apple,biscuit,bread,cake,egg,grape,salt
bread,coke,egg,fish,meat,noodle,salt
biscuit,chicken,egg,meat,sugar
baby diaper,biscuit,coke,fish,meat,orange juice
apple,biscuit,fish,grape,meat,orange juice,sugar
biscuit,bread,cake,egg,milk,paprika,soap
apple,baby diaper,broccoli,chicken,salt,shampoo,soap
baby diaper,coke,grape,orange juice,paprika,shampoo,sugar
bread,cake,chicken,coke,grape,orange juice,soap
biscuit,chicken,coke,paprika,soap
egg,fish,milk,paprika,sugar
apple,baby diaper,bread,broccoli,grape,noodle,paprika
baby diaper,broccoli,chicken,egg,salt,soap,sugar
apple,cake,chicken,coke,egg,fish,meat
coke,meat,milk,noodle,orange juice,soap
apple,biscuit,fish,noodle,orange juice,paprika,soap
broccoli,coke,egg,fish,meat,milk,soap
bread,egg,meat,orange juice,salt,soap,sugar
baby diaper,broccoli,chicken,meat,orange juice,salt,shampoo
baby diaper,biscuit,bread,chicken,coke,egg
biscuit,bread,coke,noodle,orange juice,salt,soap
biscuit,coke,egg,meat,noodle,sugar
baby diaper,bread,broccoli,cake,fish,milk,paprika
bread,cake,coke,egg,grape,sugar
broccoli,chicken,coke,grape,milk,paprika,soap
baby diaper,egg,grape,milk,shampoo,soap,sugar
chicken,fish,grape,meat,soap,sugar
baby diaper,biscuit,cake,fish,milk,salt
apple,cake,grape,orange juice,salt,shampoo,soap
broccoli,chicken,coke,egg,grape,orange juice,salt
apple,biscuit,bread,grape,milk,shampoo
baby diaper,biscuit,broccoli,coke,milk,paprika,salt
biscuit,bread,meat,milk,noodle,shampoo,soap
cake,coke,grape,paprika,shampoo,sugar
baby diaper,biscuit,cake,fish,meat,orange juice
chicken,coke,meat,noodle,paprika,sugar
bread,broccoli,cake,coke,egg,shampoo,sugar
baby diaper,bread,broccoli,cake,noodle,sugar
apple,baby diaper,egg,fish,paprika
apple,cake,coke,egg,fish,grape,meat
apple,bread,cake,egg,milk,paprika,sugar
baby diaper,biscuit,bread,meat,milk,noodle,salt
baby diaper,fish,grape,milk,paprika,salt,soap
apple,biscuit,coke,grape,noodle,sugar
baby diaper,bread,cake,milk,salt,shampoo,sugar
bread,cake,coke,grape,meat,milk,noodle
cake,chicken,orange juice,salt,shampoo,sugar
baby diaper,biscuit,fish,meat,noodle,orange juice,shampoo
apple,baby diaper,chicken,coke,fish,grape,meat
baby diaper,bread,cake,chicken,fish,grape,meat
cake,coke,egg,grape,paprika,sugar
apple,biscuit,bread,grape,noodle,paprika,salt
baby diaper,cake,coke,fish,meat,milk,soap
apple,bread,fish,meat,paprika,sugar
apple,baby diaper,bread,broccoli,cake,noodle,soap
apple,bread,broccoli,chicken
broccoli,coke,egg,grape,milk,shampoo,sugar
apple,bread,chicken,egg,meat
bread,broccoli,chicken,coke,milk,paprika,soap
bread,broccoli,milk,noodle,orange juice,salt,shampoo
baby diaper,broccoli,cake,chicken,coke,fish,paprika
apple,bread,broccoli,coke,fish,meat,salt
cake,fish,grape,salt,shampoo
bread,fish,grape,meat,orange juice,salt,sugar
apple,broccoli,egg,grape,milk,paprika,sugar
apple,bread,coke,egg,grape,noodle,shampoo
apple,bread,coke,egg,milk,soap,sugar
apple,bread,coke,fish,meat,paprika,soap
biscuit,broccoli,egg,grape,shampoo,sugar
apple,baby diaper,bread,coke,orange juice,paprika
bread,coke,egg,shampoo
biscuit,coke,egg,grape,paprika,soap,sugar
bread,cake,chicken,egg,milk,salt,soap
biscuit,bread,chicken,coke,egg,meat,noodle
baby diaper,biscuit,milk,noodle,orange juice,shampoo,sugar
apple,baby diaper,bread,fish,milk,orange juice,shampoo
apple,biscuit,broccoli,cake,grape,meat,soap
fish,meat,orange juice,paprika,shampoo
baby diaper,broccoli,noodle,orange juice,salt,sugar
apple,bread,cake,grape,salt
apple,bread,broccoli,chicken,meat,orange juice,shampoo
chicken,coke,grape,meat,paprika
bread,chicken,coke,grape,milk,noodle,paprika
baby diaper,milk,noodle,orange juice,salt,sugar
baby diaper,biscuit,chicken,meat,noodle
biscuit,broccoli,chicken,coke,fish,shampoo,soap
biscuit,egg,noodle,paprika,soap
apple,baby diaper,biscuit,cake,egg,fish,sugar
biscuit,bread,chicken,egg,milk,paprika,sugar
baby diaper,broccoli,chicken,egg,grape,meat,soap
baby diaper,biscuit,bread,chicken,grape,orange juice,salt
apple,broccoli,cake,fish,grape,noodle,orange juice
bread,cake,chicken,fish,salt,soap
apple,baby diaper,broccoli,grape,meat,milk,shampoo
apple,baby diaper,broccoli,chicken,meat,orange juice,sugar
bread,broccoli,chicken,milk,noodle,soap
bread,chicken,egg,fish,milk,noodle,sugar
baby diaper,fish,grape,orange juice,paprika,salt,soap
bread,cake,fish,orange juice,shampoo,soap,sugar
apple,broccoli,egg,sugar
bread,coke,fish,meat,orange juice,salt,soap
biscuit,chicken,fish,grape,meat,salt,sugar
biscuit,bread,chicken,coke,orange juice,salt,shampoo
broccoli,cake,shampoo
apple,broccoli,coke,egg,grape,sugar
apple,bread,cake,egg,milk,paprika,salt
bread,chicken,grape,noodle,paprika,shampoo,sugar
biscuit,bread,broccoli,meat,orange juice
apple,egg,grape,noodle,salt,soap
apple,bread,coke,egg,orange juice,shampoo,soap
egg,shampoo,soap,sugar
apple,bread,broccoli,cake,chicken,fish,grape
apple,broccoli,grape,noodle,salt,sugar
cake,chicken,grape,meat,soap,sugar
bread,broccoli,cake,milk,orange juice,soap,sugar
broccoli,cake,milk,salt,shampoo,soap,sugar
bread,cake,coke,egg,milk,noodle,orange juice
apple,coke,fish,meat,milk,orange juice,salt
baby diaper,biscuit,chicken,fish,orange juice,sugar
baby diaper,broccoli,fish,milk,noodle
apple,biscuit,coke,fish,grape,sugar
grape,orange juice,shampoo,sugar
biscuit,chicken,fish,milk,noodle,soap
apple,biscuit,egg,grape,milk,paprika,shampoo
biscuit,broccoli,coke,egg,meat,soap,sugar
apple,coke,egg,grape,orange juice,salt,sugar
baby diaper,biscuit,grape,meat,milk,noodle
apple,biscuit,bread,cake,coke
baby diaper,biscuit,cake,coke,sugar
baby diaper,biscuit,cake,coke,egg,noodle
apple,baby diaper,bread,egg,orange juice,salt,shampoo
chicken,egg,fish,milk,orange juice,soap
broccoli,cake,chicken,milk,salt,shampoo,soap
apple,baby diaper,biscuit,chicken,egg,soap,sugar
apple,chicken,fish,grape,milk,orange juice,sugar
coke,grape,milk,salt
chicken,fish,meat,shampoo,sugar
apple,baby diaper,bread,broccoli,egg,soap,sugar
broccoli,cake,egg,milk,paprika,salt,soap
broccoli,fish,milk,noodle,salt,sugar
apple,broccoli,egg,noodle,paprika,salt,soap
broccoli,chicken,coke,egg
cake,chicken,grape,shampoo
baby diaper,biscuit,bread,broccoli,cake,coke,salt
apple,baby diaper,broccoli,cake,egg,paprika,shampoo
bread,chicken,egg,fish,grape,milk,salt
apple,biscuit,broccoli,fish,noodle,shampoo
bread,fish,meat,paprika,shampoo
biscuit,grape
biscuit,broccoli,cake,chicken,egg,meat,noodle
biscuit,bread,cake,egg,orange juice,shampoo,soap
biscuit,broccoli,coke,egg,grape,orange juice
baby diaper,biscuit,bread,coke,egg,fish,meat
cake,chicken,egg,milk,noodle,shampoo
apple,biscuit,bread,broccoli,cake,coke,soap
baby diaper,bread,broccoli,coke,grape,sugar
biscuit,bread,broccoli,coke,grape,noodle,orange juice
apple,bread,grape,orange juice,paprika,salt,shampoo
apple,bread,broccoli,grape,orange juice,salt
bread,grape,orange juice,shampoo,sugar
biscuit,cake,chicken,fish,meat,noodle,shampoo
cake,chicken,egg,orange juice,salt,sugar
biscuit,chicken,coke,salt,shampoo
broccoli,chicken,coke,fish,grape,meat,orange juice
biscuit,chicken,grape,meat,noodle,paprika,sugar
apple,broccoli,coke,orange juice,salt,soap
biscuit,coke,egg,fish,meat,soap,sugar
apple,biscuit,chicken,fish,grape,milk,sugar
apple,bread,broccoli,chicken,coke,egg,shampoo
apple,coke,fish,milk,noodle,salt,soap
apple,baby diaper,bread,coke,milk,noodle,paprika
baby diaper,broccoli,egg,fish,noodle,shampoo,sugar
biscuit,bread,chicken,egg,meat,milk,sugar
bread,cake,meat,noodle,orange juice,paprika,salt
chicken,grape,paprika
apple,baby diaper,bread,broccoli,milk,salt,shampoo
baby diaper,biscuit,broccoli,cake,chicken,grape
apple,biscuit,broccoli,coke,meat,salt,soap
chicken,egg,milk,noodle,orange juice,salt
broccoli,coke,egg,fish,orange juice,shampoo,soap
baby diaper,cake,grape,milk,noodle,sugar
apple,biscuit,coke,fish,milk,orange juice,soap
coke,grape,meat,salt,shampoo,soap
broccoli,coke,fish,orange juice,paprika,soap
apple,coke,egg,grape,milk,paprika,shampoo
bread,cake,coke,fish,grape,shampoo,sugar
apple,baby diaper,broccoli,grape,meat,milk,shampoo
broccoli,coke,grape,milk,sugar
biscuit,bread,chicken,fish,meat,salt
apple,baby diaper,coke,noodle,orange juice,paprika,soap
apple,biscuit,broccoli,chicken,meat,milk,sugar
baby diaper,coke,grape,noodle,orange juice,soap
baby diaper,biscuit,meat,orange juice,paprika,soap
baby diaper,bread,broccoli,cake,grape,milk,noodle
biscuit,coke,egg,orange juice,salt,soap,sugar
baby diaper,broccoli,cake,meat,salt,soap,sugar
biscuit,broccoli,fish,milk,noodle,paprika,shampoo
apple,baby diaper,biscuit,bread,coke,meat,paprika
chicken,fish,grape,milk,orange juice,salt
biscuit,cake,chicken,coke,grape,noodle,orange juice
apple,baby diaper,cake,chicken,meat,orange juice,paprika
apple,chicken,grape,milk,salt,soap,sugar
baby diaper,cake,chicken,grape,paprika,soap
apple,biscuit,bread,grape,noodle,orange juice,paprika
bread,broccoli,coke,fish,milk,orange juice
biscuit,bread,fish,meat,orange juice,sugar
apple,bread,broccoli,orange juice,salt,shampoo
baby diaper,cake,chicken,grape,milk,noodle,paprika
apple,biscuit,egg,fish,milk,noodle
biscuit,cake,egg,grape,orange juice,salt,sugar
chicken,egg,milk,paprika,soap
bread,coke,milk,noodle,orange juice,paprika,sugar
chicken,coke,meat,paprika,shampoo,soap
apple,biscuit,broccoli,coke,grape,salt,sugar
cake,chicken,coke,noodle,salt,sugar
apple,broccoli,milk,paprika,salt,shampoo
apple,chicken,noodle,orange juice,sugar
apple,broccoli,meat,shampoo,soap
apple,fish,grape,noodle,shampoo
baby diaper,bread,cake,fish,orange juice,salt,sugar
baby diaper,chicken,grape,meat,noodle,shampoo,soap
apple,fish,orange juice,shampoo,sugar
apple,biscuit,egg,fish,orange juice,soap,sugar
apple,baby diaper,biscuit,coke,meat,sugar
bread,broccoli,fish,meat,orange juice,paprika,sugar
baby diaper,chicken,meat,salt,soap,sugar
biscuit,chicken,coke,meat,orange juice,salt,shampoo
apple,egg,fish,grape,shampoo,sugar
apple,baby diaper,biscuit,cake,coke,egg,noodle
bread,broccoli,chicken,egg,meat,salt,shampoo
baby diaper,biscuit,broccoli,egg,grape,meat,salt
apple,biscuit,bread,cake,coke,meat,sugar
bread,cake,coke,egg,fish,grape
baby diaper,biscuit,chicken,egg,fish,salt,soap
apple,baby diaper,chicken,noodle,salt
bread,broccoli,chicken,coke,noodle,orange juice,sugar
bread,broccoli,cake,coke,meat,shampoo
bread,fish,meat,orange juice,paprika,soap,sugar
chicken,egg,milk,orange juice,salt,soap
apple,bread,cake,grape,noodle,paprika,shampoo
baby diaper,bread,chicken,coke,fish,meat,paprika
apple,broccoli,paprika,salt,soap
bread,broccoli,cake,egg,grape,meat,soap
biscuit,grape,milk,salt,shampoo,soap,sugar
bread,cake,milk,noodle,orange juice,shampoo,soap
bread,coke,egg,milk,soap
bread,grape,orange juice,salt,shampoo,soap
apple,broccoli,cake,egg,milk,salt,soap
biscuit,broccoli,cake,coke,paprika,shampoo
apple,cake,egg,fish,noodle,salt,sugar
apple,biscuit,chicken,noodle,shampoo
biscuit,cake,fish,paprika,shampoo
biscuit,cake,fish,meat,noodle,salt
baby diaper,biscuit,bread,broccoli,cake,milk
baby diaper,coke,egg,grape,soap,sugar
apple,biscuit,egg,fish,salt,shampoo
apple,baby diaper,broccoli,coke,fish,meat,shampoo
biscuit,broccoli,milk,orange juice,shampoo,soap
apple,biscuit,bread,egg,milk,salt,sugar
apple,broccoli,fish,milk,paprika,shampoo
bread,egg,meat,orange juice,salt,shampoo,sugar
bread,broccoli,coke,grape,meat,salt
apple,cake,milk,noodle,salt,shampoo
apple,coke,meat,milk,orange juice,soap,sugar
biscuit,bread,broccoli,chicken,egg,grape,orange juice
biscuit,chicken,coke,meat,orange juice,salt
apple,baby diaper,bread,broccoli,coke,orange juice,paprika
apple,biscuit,egg,fish,meat,noodle,paprika
biscuit,bread,broccoli,chicken,meat,noodle,sugar
baby diaper,biscuit,bread,fish,milk,salt,soap
biscuit,bread,coke,noodle,orange juice,shampoo
apple,egg,meat,orange juice,shampoo,sugar
baby diaper,broccoli,cake,meat,orange juice,shampoo,sugar
apple,baby diaper,broccoli,cake,meat
baby diaper,broccoli,cake,meat,milk,shampoo,sugar
apple,biscuit,bread,chicken,milk,shampoo
apple,chicken,egg,paprika,shampoo
apple,biscuit,broccoli,cake,meat,milk,soap
apple,chicken,coke,grape,milk,soap
biscuit,fish,paprika
apple,baby diaper,bread,noodle,salt,shampoo
baby diaper,fish,grape,meat,milk,noodle
baby diaper,chicken,coke,grape,orange juice,paprika
baby diaper,broccoli,cake,chicken,coke,fish,soap
broccoli,egg,meat,milk,shampoo,soap
baby diaper,bread,broccoli,chicken,fish,soap,sugar
bread,broccoli,fish,orange juice,sugar
biscuit,coke,egg,noodle,paprika,salt,soap
bread,cake,fish,orange juice,shampoo
apple,bread,chicken,coke,fish,milk,salt
apple,broccoli,cake,chicken,coke,fish,meat
apple,bread,cake,chicken,coke,soap,sugar
apple,biscuit,bread,cake,coke,egg,sugar
apple,cake,coke,grape,noodle,soap
bread,broccoli,grape,meat,orange juice,soap
apple,baby diaper,biscuit,egg,meat,salt,sugar
biscuit,broccoli,coke,meat,noodle,paprika,salt
apple,broccoli,cake,coke,orange juice,salt,soap
biscuit,broccoli,fish,meat,milk,orange juice,paprika
biscuit,bread,cake,chicken,fish,orange juice,shampoo
coke,egg,grape,milk,shampoo,soap
baby diaper,broccoli,grape,salt
apple,chicken,egg,meat,milk,soap
apple,bread,broccoli,fish,grape,salt
apple,broccoli,coke,grape,paprika,soap,sugar
baby diaper,biscuit,broccoli,milk,noodle,salt,sugar
biscuit,bread,coke,fish,grape,shampoo,soap
biscuit,chicken,grape,noodle,salt,sugar
bread,coke,grape,orange juice,paprika
baby diaper,biscuit,bread,fish,noodle,orange juice,sugar
baby diaper,broccoli,cake,chicken,coke,egg,sugar
biscuit,chicken,milk,noodle,orange juice,salt,shampoo
broccoli,coke,meat,milk
baby diaper,broccoli,chicken,meat,noodle,paprika
broccoli,cake,coke,grape,salt,sugar
apple,biscuit,cake,fish,grape,noodle,salt
apple,chicken,fish,milk,noodle,shampoo,sugar
biscuit,broccoli,cake,chicken,grape,shampoo,soap
apple,baby diaper,broccoli,chicken,grape,noodle
apple,baby diaper,grape,noodle,soap
biscuit,broccoli,egg,meat,paprika,salt
baby diaper,bread,broccoli,chicken,coke,grape,shampoo
biscuit,bread,broccoli,chicken,noodle
bread,grape,milk,noodle,paprika,salt,shampoo
baby diaper,milk,paprika,salt,shampoo,soap
apple,bread,chicken,grape,meat,milk,paprika
baby diaper,biscuit,fish,milk,noodle,paprika,soap
apple,biscuit,bread,broccoli,fish,noodle,sugar
bread,cake,egg,fish,meat,paprika,salt
baby diaper,biscuit,chicken,coke,grape,meat,noodle
baby diaper,coke,egg,fish,grape,shampoo
biscuit,bread,chicken,coke,egg,paprika,shampoo
baby diaper,broccoli,coke,fish,noodle,orange juice,soap
baby diaper,cake,chicken,paprika,salt,soap,sugar
baby diaper,bread,coke,egg,fish,noodle,soap
bread,broccoli,cake,grape,meat,shampoo,sugar
baby diaper,biscuit,milk,soap
baby diaper,biscuit,bread,broccoli,egg,noodle,shampoo
baby diaper,biscuit,coke,fish,salt,shampoo
biscuit,chicken,grape,milk,paprika,shampoo,soap
apple,cake,egg,meat,milk,paprika
baby diaper,biscuit,bread,cake,noodle,salt,soap
baby diaper,broccoli,cake,meat,sugar
egg,grape,milk
apple,baby diaper,fish
bread,coke,egg,milk,shampoo,soap
apple,baby diaper,egg,grape,shampoo,soap,sugar
apple,bread,broccoli,chicken,coke,milk,sugar
apple,egg,fish,meat,orange juice,shampoo,sugar
biscuit,cake,chicken,meat,noodle,soap,sugar
baby diaper,bread,broccoli,cake,chicken,soap,sugar
baby diaper,bread,grape,meat,paprika
biscuit,cake,fish,grape,paprika,shampoo,sugar
biscuit,chicken,egg,noodle,paprika,salt,sugar
apple,baby diaper,biscuit,chicken,sugar
apple,biscuit,bread,coke,grape,meat,shampoo
baby diaper,broccoli,cake,coke,egg,salt,sugar
apple,bread,coke,paprika,sugar
bread,broccoli,egg,fish,grape,noodle
apple,broccoli,fish,noodle,orange juice,paprika,salt
apple,bread,coke,fish,milk,noodle,salt
biscuit,cake,coke,meat,milk,shampoo
apple,baby diaper,cake,chicken,coke,grape,orange juice
coke,grape,meat,orange juice,paprika,soap
baby diaper,bread,coke,egg,orange juice,paprika,shampoo
cake,egg,fish,grape,milk,sugar
apple,biscuit,bread,broccoli,coke,shampoo,sugar
bread,grape,milk,noodle,orange juice,salt,soap
apple,fish,grape,milk,noodle,orange juice,sugar
apple,baby diaper,bread,broccoli,egg,paprika,soap
baby diaper,egg,meat,noodle,orange juice,soap,sugar
egg,paprika,soap
baby diaper,cake,coke,grape,meat,soap
broccoli,chicken,coke,grape,milk,paprika,salt
apple,biscuit,egg,fish,grape
biscuit,bread,egg,orange juice,paprika,salt
bread,broccoli,coke,milk,noodle,salt,sugar
apple,baby diaper,meat,soap,sugar
bread,chicken,coke,fish,meat,soap
biscuit,bread,cake,coke,grape,soap,sugar
broccoli,cake,grape,meat,paprika,shampoo
baby diaper,cake,chicken,egg,milk,orange juice,paprika
baby diaper,broccoli,chicken,fish,grape,sugar
apple,chicken,egg,fish,noodle
apple,broccoli,chicken,coke,egg,meat,salt
apple,biscuit,bread,cake,salt
apple,baby diaper,biscuit,cake,coke,egg,sugar
bread,cake,noodle,salt,shampoo,soap
apple,broccoli,coke,fish,noodle,shampoo,soap
bread,broccoli,meat,orange juice,shampoo,soap
baby diaper,bread,cake,coke,meat,milk,shampoo
apple,bread,cake,milk,noodle,orange juice,soap
apple,cake,egg,fish,milk,shampoo,sugar
baby diaper,bread,cake,coke,egg,milk,shampoo
baby diaper,broccoli,cake,orange juice,paprika,salt
biscuit,bread,coke,grape,meat,paprika,salt
apple,chicken,coke,egg,fish,paprika,soap
broccoli,chicken,grape,noodle,orange juice,salt
baby diaper,biscuit,broccoli,chicken,coke,egg,sugar
bread,broccoli,coke,egg,meat,orange juice,sugar
baby diaper,bread,grape,meat,orange juice,paprika,salt
apple,baby diaper,biscuit,broccoli,fish,paprika,salt
baby diaper,broccoli,cake,coke,fish,milk
baby diaper,biscuit,cake,egg,fish,salt,soap
baby diaper,bread,chicken,coke,egg,salt,sugar
baby diaper,biscuit,cake,fish,meat,milk
biscuit,broccoli,meat,noodle,sugar
baby diaper,milk,orange juice,salt,soap,sugar
bread,cake,coke,egg,orange juice,salt,soap
fish,noodle,orange juice,soap,sugar
apple,baby diaper,chicken,grape,noodle,orange juice,sugar
baby diaper,biscuit,broccoli,coke,egg,paprika,soap
biscuit,bread,broccoli,fish,paprika
biscuit,meat,orange juice,shampoo
baby diaper,coke,fish,orange juice,paprika,salt
baby diaper,biscuit,cake,grape,milk,orange juice,shampoo
apple,baby diaper,milk,paprika,salt,shampoo,soap
baby diaper,coke,egg,fish,grape,noodle,soap
